"Chromosome","Position","Strand","CX","PerMeth_S1","Meth_S1","UnMeth_S1","PerMeth_S2","Meth_S2","UnMeth_S2","PerMeth_S3","Meth_S3","UnMeth_S3","PerMeth_S4","Meth_S4","UnMeth_S4"
"NC_003071.7",6978068,"+","CG",92,11,1,91,10,1,100,3,0,100,7,0
"NC_003071.7",6978069,"-","CG",86,19,3,85,11,2,50,1,1,100,4,0
"NC_003071.7",6978070,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978071,"+","CHH",29,2,5,56,5,4,0,0,1,0,0,5
"NC_003071.7",6978074,"+","CHH",18,2,9,17,2,10,0,0,3,0,0,6
"NC_003071.7",6978077,"-","CHH",5,1,20,15,2,11,0,0,2,0,0,6
"NC_003071.7",6978078,"+","CG",80,8,2,33,3,6,50,1,1,100,7,0
"NC_003071.7",6978079,"-","CG",76,16,5,54,7,6,50,1,1,75,3,1
"NC_003071.7",6978080,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978081,"+","CHG",27,3,8,9,1,10,0,0,3,43,3,4
"NC_003071.7",6978083,"-","CHG",9,2,21,8,1,12,50,1,1,17,1,5
"NC_003071.7",6978084,"-","CHH",0,0,23,0,0,13,0,0,2,0,0,5
"NC_003071.7",6978088,"-","CHH",4,1,23,0,0,13,0,0,2,0,0,4
"NC_003071.7",6978090,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978091,"+","CHH",0,0,11,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978097,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978100,"+","CHH",25,3,9,18,2,9,0,0,3,14,1,6
"NC_003071.7",6978103,"+","CHH",0,0,12,0,0,10,0,0,3,0,0,7
"NC_003071.7",6978106,"+","CHH",0,0,12,0,0,11,0,0,3,0,0,7
"NC_003071.7",6978112,"+","CHH",0,0,12,0,0,11,0,0,3,0,0,6
"NC_003071.7",6978114,"+","CHH",10,1,9,10,1,9,0,0,3,0,0,6
"NC_003071.7",6978116,"+","CHH",10,1,9,10,1,9,0,0,3,0,0,7
"NC_003071.7",6978126,"+","CHH",0,0,12,0,0,11,0,0,3,0,0,7
"NC_003071.7",6978127,"+","CHH",0,0,12,0,0,11,0,0,3,0,0,7
"NC_003071.7",6978128,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978131,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978139,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978140,"+","CHG",42,5,7,17,2,10,0,0,3,43,3,4
"NC_003071.7",6978142,"-","CHG",36,8,14,46,6,7,0,0,2,17,1,5
"NC_003071.7",6978145,"+","CG",100,11,0,92,11,1,100,3,0,100,6,0
"NC_003071.7",6978146,"-","CG",90,18,2,92,11,1,0,0,2,80,4,1
"NC_003071.7",6978149,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978150,"+","CHG",33,4,8,8,1,11,0,0,3,14,1,6
"NC_003071.7",6978152,"-","CHG",14,3,19,46,6,7,0,0,2,17,1,5
"NC_003071.7",6978156,"+","CG",100,12,0,100,12,0,100,3,0,100,6,0
"NC_003071.7",6978157,"-","CG",90,19,2,100,13,0,0,0,1,80,4,1
"NC_003071.7",6978161,"+","CG",92,11,1,100,12,0,100,3,0,100,6,0
"NC_003071.7",6978162,"-","CG",85,17,3,100,13,0,0,0,1,80,4,1
"NC_003071.7",6978163,"-","CHG",9,2,20,15,2,11,0,0,2,17,1,5
"NC_003071.7",6978173,"+","CG",100,9,0,75,9,3,100,3,0,83,5,1
"NC_003071.7",6978174,"-","CG",91,20,2,92,12,1,0,0,2,80,4,1
"NC_003071.7",6978180,"-","CHH",36,8,14,58,7,5,0,0,2,33,2,4
"NC_003071.7",6978182,"+","CHH",18,2,9,18,2,9,0,0,3,0,0,6
"NC_003071.7",6978188,"+","CHH",36,4,7,25,3,9,0,0,3,0,0,7
"NC_003071.7",6978191,"+","CHH",0,0,11,0,0,9,0,0,3,0,0,7
"NC_003071.7",6978194,"+","CHH",0,0,11,20,2,8,0,0,3,0,0,7
"NC_003071.7",6978196,"+","CHH",36,4,7,42,5,7,33,1,2,43,3,4
"NC_003071.7",6978202,"+","CG",100,10,0,91,10,1,67,2,1,83,5,1
"NC_003071.7",6978203,"-","CG",86,18,3,92,11,1,50,1,1,80,4,1
"NC_003071.7",6978205,"+","CHH",0,0,11,9,1,10,0,0,3,0,0,7
"NC_003071.7",6978211,"+","CHH",9,1,10,0,0,11,0,0,3,0,0,7
"NC_003071.7",6978214,"+","CHG",36,4,7,33,4,8,33,1,2,14,1,6
"NC_003071.7",6978216,"-","CHG",41,9,13,77,10,3,0,0,2,17,1,5
"NC_003071.7",6978217,"-","CHH",0,0,22,0,0,13,0,0,2,0,0,6
"NC_003071.7",6978220,"+","CHH",0,0,11,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978222,"+","CHH",0,0,11,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978225,"-","CHH",0,0,22,8,1,11,0,0,2,0,0,6
"NC_003071.7",6978226,"-","CHH",0,0,22,0,0,13,0,0,2,0,0,6
"NC_003071.7",6978237,"+","CG",70,7,3,91,10,1,0,0,3,57,4,3
"NC_003071.7",6978238,"-","CG",86,19,3,50,6,6,100,2,0,80,4,1
"NC_003071.7",6978240,"+","CHH",0,0,11,0,0,11,0,0,3,0,0,7
"NC_003071.7",6978242,"+","CHH",0,0,11,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978249,"-","CHH",0,0,22,0,0,13,0,0,2,0,0,6
"NC_003071.7",6978253,"-","CHH",0,0,22,0,0,13,0,0,2,0,0,6
"NC_003071.7",6978256,"+","CHH",0,0,11,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978260,"-","CHH",5,1,21,8,1,12,0,0,2,0,0,5
"NC_003071.7",6978264,"+","CHH",9,1,10,17,2,10,0,0,3,0,0,7
"NC_003071.7",6978272,"-","CHH",32,7,15,23,3,10,0,0,2,0,0,5
"NC_003071.7",6978278,"+","CG",50,5,5,58,7,5,33,1,2,40,2,3
"NC_003071.7",6978279,"-","CG",70,14,6,100,13,0,50,1,1,75,3,1
"NC_003071.7",6978282,"+","CHH",0,0,11,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978283,"+","CHH",0,0,11,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978287,"+","CHH",10,1,9,20,2,8,0,0,3,0,0,6
"NC_003071.7",6978295,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,5
"NC_003071.7",6978305,"-","CHH",0,0,22,15,2,11,0,0,2,0,0,5
"NC_003071.7",6978306,"+","CHH",9,1,10,8,1,11,0,0,3,14,1,6
"NC_003071.7",6978309,"+","CHH",0,0,11,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978310,"+","CHH",0,0,11,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978311,"+","CHH",18,2,9,55,6,5,33,1,2,20,1,4
"NC_003071.7",6978315,"+","CHH",0,0,11,0,0,8,0,0,3,0,0,7
"NC_003071.7",6978319,"+","CHH",0,0,11,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978320,"+","CHH",0,0,11,9,1,10,0,0,3,0,0,7
"NC_003071.7",6978321,"+","CHH",0,0,11,10,1,9,0,0,3,0,0,7
"NC_003071.7",6978322,"+","CHH",0,0,12,18,2,9,0,0,3,0,0,6
"NC_003071.7",6978326,"+","CHH",0,0,12,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978330,"+","CHH",0,0,12,27,3,8,0,0,3,0,0,7
"NC_003071.7",6978338,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978341,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,5
"NC_003071.7",6978349,"-","CHH",14,3,19,25,3,9,0,0,2,40,2,3
"NC_003071.7",6978357,"+","CHG",64,7,4,55,6,5,0,0,3,57,4,3
"NC_003071.7",6978359,"-","CHG",9,2,20,54,7,6,0,0,2,60,3,2
"NC_003071.7",6978360,"-","CHH",0,0,22,0,0,13,0,0,2,25,1,3
"NC_003071.7",6978365,"-","CHH",0,0,21,0,0,13,0,0,2,25,1,3
"NC_003071.7",6978369,"-","CHH",0,0,22,0,0,13,0,0,1,25,1,3
"NC_003071.7",6978370,"-","CHH",0,0,22,0,0,13,0,0,2,0,0,3
"NC_003071.7",6978373,"+","CHH",0,0,12,0,0,12,33,1,2,0,0,7
"NC_003071.7",6978374,"+","CHH",0,0,10,17,2,10,33,1,2,0,0,7
"NC_003071.7",6978377,"+","CHH",0,0,9,0,0,10,0,0,2,0,0,5
"NC_003071.7",6978378,"+","CHH",27,3,8,18,2,9,0,0,2,14,1,6
"NC_003071.7",6978386,"+","CHG",27,3,8,25,3,9,0,0,3,29,2,5
"NC_003071.7",6978388,"-","CHG",14,3,19,0,0,13,100,1,0,0,0,4
"NC_003071.7",6978389,"-","CHH",9,2,20,0,0,13,100,1,0,0,0,4
"NC_003071.7",6978394,"-","CHH",9,2,20,0,0,13,50,1,1,50,2,2
"NC_003071.7",6978398,"-","CHH",9,2,20,0,0,13,50,1,1,67,2,1
"NC_003071.7",6978399,"-","CHH",9,2,20,0,0,12,50,1,1,50,2,2
"NC_003071.7",6978402,"-","CHH",9,2,20,8,1,11,50,1,1,50,2,2
"NC_003071.7",6978410,"+","CHH",0,0,11,9,1,10,67,2,1,0,0,7
"NC_003071.7",6978411,"+","CHH",0,0,11,17,2,10,67,2,1,0,0,7
"NC_003071.7",6978414,"+","CHH",9,1,10,9,1,10,67,2,1,0,0,7
"NC_003071.7",6978416,"+","CHH",9,1,10,0,0,11,0,0,2,0,0,7
"NC_003071.7",6978418,"+","CHH",10,1,9,0,0,11,33,1,2,0,0,7
"NC_003071.7",6978421,"+","CHH",18,2,9,8,1,11,33,1,2,0,0,6
"NC_003071.7",6978427,"+","CHH",9,1,10,9,1,10,33,1,2,0,0,7
"NC_003071.7",6978428,"+","CHH",9,1,10,9,1,10,67,2,1,0,0,7
"NC_003071.7",6978433,"-","CHH",14,3,18,8,1,12,50,1,1,25,1,3
"NC_003071.7",6978438,"-","CHH",20,4,16,15,2,11,50,1,1,0,0,3
"NC_003071.7",6978439,"-","CHH",20,4,16,15,2,11,50,1,1,0,0,4
"NC_003071.7",6978445,"-","CHH",14,3,18,8,1,11,50,1,1,0,0,4
"NC_003071.7",6978446,"+","CG",60,6,4,90,9,1,100,3,0,86,6,1
"NC_003071.7",6978447,"-","CG",85,17,3,92,12,1,100,2,0,100,4,0
"NC_003071.7",6978451,"+","CHH",9,1,10,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978453,"+","CHH",25,2,6,36,4,7,33,1,2,17,1,5
"NC_003071.7",6978457,"+","CHH",9,1,10,17,2,10,0,0,3,14,1,6
"NC_003071.7",6978458,"+","CHH",9,1,10,18,2,9,0,0,3,17,1,5
"NC_003071.7",6978467,"+","CHH",0,0,10,8,1,11,33,1,2,0,0,6
"NC_003071.7",6978469,"+","CHH",9,1,10,8,1,11,0,0,3,14,1,6
"NC_003071.7",6978470,"+","CHH",9,1,10,8,1,11,0,0,3,14,1,6
"NC_003071.7",6978471,"+","CHH",20,2,8,60,6,4,0,0,3,57,4,3
"NC_003071.7",6978475,"-","CHH",5,1,21,0,0,13,50,1,1,100,4,0
"NC_003071.7",6978477,"+","CHH",33,3,6,40,4,6,33,1,2,43,3,4
"NC_003071.7",6978486,"+","CHH",0,0,11,17,2,10,0,0,3,14,1,6
"NC_003071.7",6978487,"+","CHH",0,0,11,17,2,10,0,0,3,14,1,6
"NC_003071.7",6978489,"+","CG",100,11,0,100,11,0,100,3,0,100,6,0
"NC_003071.7",6978490,"-","CG",86,18,3,92,11,1,50,1,1,100,2,0
"NC_003071.7",6978491,"+","CHH",10,1,9,45,5,6,0,0,3,29,2,5
"NC_003071.7",6978495,"-","CHH",0,0,22,15,2,11,50,1,1,25,1,3
"NC_003071.7",6978497,"+","CHH",27,3,8,67,8,4,33,1,2,29,2,5
"NC_003071.7",6978503,"+","CHH",9,1,10,17,2,10,0,0,3,14,1,6
"NC_003071.7",6978506,"+","CHH",0,0,11,17,2,10,0,0,3,0,0,7
"NC_003071.7",6978510,"-","CHH",14,3,18,38,5,8,0,0,2,25,1,3
"NC_003071.7",6978515,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978517,"+","CHH",55,6,5,67,8,4,33,1,2,57,4,3
"NC_003071.7",6978523,"+","CHH",9,1,10,0,0,11,0,0,3,14,1,6
"NC_003071.7",6978526,"+","CHH",20,2,8,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978530,"-","CHH",14,3,19,15,2,11,50,1,1,25,1,3
"NC_003071.7",6978534,"-","CHH",18,4,18,8,1,12,0,0,2,25,1,3
"NC_003071.7",6978536,"+","CHH",36,4,7,67,8,4,0,0,3,43,3,4
"NC_003071.7",6978542,"+","CHH",0,0,11,9,1,10,0,0,3,0,0,7
"NC_003071.7",6978548,"+","CG",100,10,0,75,9,3,100,3,0,86,6,1
"NC_003071.7",6978549,"-","CG",75,15,5,67,8,4,50,1,1,67,2,1
"NC_003071.7",6978554,"-","CHH",5,1,21,0,0,13,50,1,1,25,1,3
"NC_003071.7",6978556,"+","CHH",27,3,8,18,2,9,0,0,3,17,1,5
"NC_003071.7",6978562,"+","CHH",0,0,11,8,1,11,0,0,3,14,1,6
"NC_003071.7",6978569,"-","CHH",18,4,18,17,2,10,50,1,1,100,3,0
"NC_003071.7",6978573,"-","CHH",9,2,20,0,0,12,50,1,1,NA,NA,NA
"NC_003071.7",6978576,"-","CHH",5,1,21,0,0,12,50,1,1,0,0,4
"NC_003071.7",6978579,"+","CHG",36,4,7,42,5,7,33,1,2,0,0,7
"NC_003071.7",6978581,"-","CHG",23,5,17,25,3,9,50,1,1,50,2,2
"NC_003071.7",6978583,"-","CHH",5,1,21,0,0,11,50,1,1,25,1,3
"NC_003071.7",6978586,"-","CHH",5,1,20,8,1,11,50,1,1,25,1,3
"NC_003071.7",6978588,"-","CHH",5,1,21,8,1,11,50,1,1,25,1,3
"NC_003071.7",6978591,"-","CHH",0,0,22,8,1,11,0,0,2,25,1,3
"NC_003071.7",6978593,"-","CHH",0,0,21,0,0,12,0,0,2,25,1,3
"NC_003071.7",6978597,"-","CHH",10,2,19,0,0,12,0,0,2,25,1,3
"NC_003071.7",6978599,"-","CHH",0,0,21,0,0,12,0,0,2,25,1,3
"NC_003071.7",6978603,"-","CHH",5,1,20,0,0,11,0,0,2,25,1,3
"NC_003071.7",6978604,"+","CHH",0,0,11,25,3,9,0,0,3,0,0,7
"NC_003071.7",6978610,"-","CHH",5,1,20,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978615,"+","CHH",0,0,10,0,0,10,0,0,3,0,0,7
"NC_003071.7",6978617,"+","CHH",9,1,10,17,2,10,0,0,3,0,0,7
"NC_003071.7",6978619,"+","CG",80,8,2,100,11,0,100,3,0,83,5,1
"NC_003071.7",6978620,"-","CG",95,21,1,78,7,2,100,1,0,100,4,0
"NC_003071.7",6978624,"+","CG",73,8,3,100,12,0,100,3,0,100,6,0
"NC_003071.7",6978625,"-","CG",95,20,1,91,10,1,100,1,0,100,4,0
"NC_003071.7",6978626,"-","CHG",5,1,21,8,1,11,0,0,1,0,0,4
"NC_003071.7",6978628,"+","CHH",0,0,11,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978633,"+","CHH",0,0,10,8,1,11,0,0,3,14,1,6
"NC_003071.7",6978635,"+","CHH",18,2,9,8,1,11,0,0,2,20,1,4
"NC_003071.7",6978642,"-","CHH",14,3,19,8,1,11,50,1,1,0,0,4
"NC_003071.7",6978647,"+","CHH",0,0,11,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978651,"+","CHH",0,0,10,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978654,"+","CHH",18,2,9,8,1,11,0,0,3,0,0,7
"NC_003071.7",6978671,"+","CHG",55,6,5,33,4,8,100,3,0,17,1,5
"NC_003071.7",6978673,"-","CHG",38,8,13,58,7,5,50,1,1,50,2,2
"NC_003071.7",6978674,"-","CHH",5,1,20,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978679,"+","CHG",82,9,2,50,6,6,100,3,0,71,5,2
"NC_003071.7",6978681,"-","CHG",80,16,4,83,10,2,50,1,1,100,4,0
"NC_003071.7",6978685,"-","CHH",44,8,10,70,7,3,50,1,1,67,2,1
"NC_003071.7",6978687,"-","CHH",11,2,17,33,4,8,0,0,2,0,0,4
"NC_003071.7",6978688,"+","CG",91,10,1,91,10,1,100,3,0,57,4,3
"NC_003071.7",6978689,"-","CG",86,18,3,100,11,0,50,1,1,75,3,1
"NC_003071.7",6978691,"+","CHH",22,2,7,27,3,8,0,0,3,33,2,4
"NC_003071.7",6978693,"+","CHH",27,3,8,33,3,6,0,0,1,50,3,3
"NC_003071.7",6978695,"+","CHG",50,5,5,70,7,3,100,3,0,60,3,2
"NC_003071.7",6978696,"+","CG",100,10,0,100,10,0,100,3,0,100,5,0
"NC_003071.7",6978697,"-","CG",89,17,2,100,10,0,50,1,1,100,3,0
"NC_003071.7",6978698,"-","CHG",52,11,10,64,7,4,50,1,1,100,3,0
"NC_003071.7",6978699,"-","CHH",5,1,20,17,2,10,0,0,2,0,0,4
"NC_003071.7",6978701,"-","CHH",5,1,19,17,2,10,0,0,2,33,1,2
"NC_003071.7",6978705,"-","CHH",19,4,17,44,4,5,0,0,2,100,4,0
"NC_003071.7",6978707,"+","CHH",20,2,8,17,2,10,33,1,2,29,2,5
"NC_003071.7",6978711,"+","CHG",29,2,5,33,4,8,33,1,2,29,2,5
"NC_003071.7",6978712,"+","CG",100,10,0,100,9,0,100,3,0,100,6,0
"NC_003071.7",6978713,"-","CG",95,18,1,100,12,0,50,1,1,100,4,0
"NC_003071.7",6978715,"+","CHG",9,1,10,27,3,8,33,1,2,0,0,7
"NC_003071.7",6978716,"+","CG",100,10,0,100,9,0,67,2,1,86,6,1
"NC_003071.7",6978717,"-","CG",95,20,1,100,12,0,50,1,1,100,4,0
"NC_003071.7",6978720,"+","CG",89,8,1,100,10,0,67,2,1,86,6,1
"NC_003071.7",6978721,"-","CG",95,20,1,100,12,0,50,1,1,100,4,0
"NC_003071.7",6978723,"+","CHH",50,5,5,27,3,8,67,2,1,20,1,4
"NC_003071.7",6978729,"-","CHH",0,0,21,9,1,10,0,0,2,25,1,3
"NC_003071.7",6978732,"+","CHH",0,0,12,8,1,11,0,0,3,0,0,6
"NC_003071.7",6978735,"-","CHH",0,0,21,17,2,10,0,0,2,25,1,3
"NC_003071.7",6978736,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978739,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978744,"-","CHH",14,3,18,27,3,8,0,0,2,0,0,4
"NC_003071.7",6978746,"-","CHH",0,0,21,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978747,"-","CHH",0,0,21,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978756,"-","CHH",0,0,21,0,0,11,0,0,2,0,0,4
"NC_003071.7",6978763,"-","CHH",0,0,21,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978771,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978781,"+","CHH",8,1,11,0,0,13,0,0,3,0,0,7
"NC_003071.7",6978785,"-","CHH",25,4,12,44,4,5,0,0,1,0,0,3
"NC_003071.7",6978786,"+","CG",83,10,2,77,10,3,33,1,2,100,6,0
"NC_003071.7",6978787,"-","CG",95,19,1,82,9,2,100,2,0,67,2,1
"NC_003071.7",6978788,"-","CHG",5,1,18,18,2,9,0,0,2,0,0,4
"NC_003071.7",6978789,"+","CG",82,9,2,77,10,3,33,1,2,100,5,0
"NC_003071.7",6978790,"-","CG",89,17,2,75,9,3,0,0,1,67,2,1
"NC_003071.7",6978791,"-","CHG",0,0,21,17,2,10,0,0,2,0,0,4
"NC_003071.7",6978793,"+","CHH",8,1,11,0,0,13,0,0,3,0,0,8
"NC_003071.7",6978794,"+","CHH",8,1,11,0,0,13,0,0,3,0,0,8
"NC_003071.7",6978795,"+","CHH",8,1,11,0,0,13,0,0,3,0,0,8
"NC_003071.7",6978803,"+","CHH",8,1,11,0,0,13,0,0,3,13,1,7
"NC_003071.7",6978810,"+","CHG",0,0,12,0,0,13,0,0,3,13,1,7
"NC_003071.7",6978811,"+","CG",45,5,6,56,5,4,100,2,0,67,4,2
"NC_003071.7",6978812,"-","CG",90,18,2,91,10,1,0,0,2,100,4,0
"NC_003071.7",6978820,"+","CHH",0,0,12,0,0,13,0,0,3,0,0,8
"NC_003071.7",6978823,"+","CHH",8,1,11,8,1,12,0,0,3,0,0,7
"NC_003071.7",6978826,"+","CHH",8,1,11,0,0,13,0,0,3,0,0,8
"NC_003071.7",6978833,"-","CHH",10,2,19,0,0,11,0,0,2,0,0,4
"NC_003071.7",6978839,"-","CHH",0,0,21,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978861,"+","CHH",0,0,12,15,2,11,0,0,3,13,1,7
"NC_003071.7",6978877,"+","CHH",0,0,12,0,0,12,0,0,3,0,0,7
"NC_003071.7",6978878,"+","CHH",0,0,12,8,1,12,0,0,3,0,0,7
"NC_003071.7",6978887,"-","CHH",5,1,21,8,1,11,0,0,2,0,0,4
"NC_003071.7",6978889,"+","CHH",8,1,11,0,0,13,0,0,3,0,0,8
"NC_003071.7",6978890,"+","CHH",8,1,11,0,0,13,0,0,3,0,0,8
"NC_003071.7",6978892,"+","CHH",17,2,10,23,3,10,0,0,3,13,1,7
"NC_003071.7",6978896,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978899,"-","CHH",0,0,22,9,1,10,0,0,2,0,0,3
"NC_003071.7",6978900,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,3
"NC_003071.7",6978913,"-","CHH",0,0,21,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978914,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978915,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978917,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978921,"+","CHH",8,1,11,8,1,11,0,0,2,0,0,8
"NC_003071.7",6978925,"+","CHH",8,1,11,8,1,11,0,0,2,0,0,7
"NC_003071.7",6978931,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978932,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978933,"+","CHH",0,0,12,0,0,12,0,0,2,0,0,7
"NC_003071.7",6978939,"+","CHH",0,0,12,0,0,12,0,0,2,0,0,7
"NC_003071.7",6978942,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978944,"+","CHH",8,1,11,8,1,11,0,0,2,0,0,7
"NC_003071.7",6978952,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978956,"+","CHH",25,3,9,0,0,12,0,0,2,0,0,7
"NC_003071.7",6978961,"+","CHH",0,0,11,0,0,12,0,0,2,0,0,7
"NC_003071.7",6978963,"+","CHH",8,1,11,0,0,12,0,0,2,0,0,7
"NC_003071.7",6978967,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978970,"-","CHH",9,2,20,8,1,11,0,0,2,0,0,4
"NC_003071.7",6978973,"-","CHH",0,0,21,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978982,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978985,"+","CHH",8,1,11,0,0,12,0,0,2,0,0,7
"NC_003071.7",6978995,"-","CHH",0,0,21,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978996,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6978997,"-","CHH",0,0,22,0,0,12,0,0,2,0,0,4
"NC_003071.7",6979001,"+","CG",91,10,1,82,9,2,50,1,1,86,6,1
"NC_003071.7",6979002,"-","CG",68,15,7,100,12,0,50,1,1,100,3,0
"NC_003071.7",6979006,"+","CHH",9,1,10,0,0,12,0,0,2,0,0,7
"NC_003071.7",6979013,"+","CHH",10,1,9,0,0,12,0,0,2,0,0,7
"NC_003071.7",6979020,"+","CHH",55,6,5,58,7,5,0,0,2,14,1,6
"NC_003071.7",6979023,"-","CHH",0,0,18,20,2,8,50,1,1,0,0,4
"NC_003071.7",6979024,"-","CHH",6,1,17,20,2,8,50,1,1,0,0,4
"NC_003071.7",6979025,"-","CHH",0,0,19,18,2,9,50,1,1,0,0,4
"NC_003071.7",6979026,"-","CHH",0,0,21,17,2,10,50,1,1,0,0,4
"NC_003071.7",6979027,"-","CHH",0,0,21,17,2,10,0,0,1,0,0,4
"NC_003071.7",6979029,"+","CHH",64,7,4,77,10,3,100,2,0,29,2,5
"NC_003071.7",6979032,"+","CHG",64,7,4,75,9,3,100,2,0,67,4,2
"NC_003071.7",6979034,"-","CHG",40,8,12,82,9,2,50,1,1,100,4,0
"NC_003071.7",6979036,"-","CHH",5,1,20,45,5,6,50,1,1,33,1,2
"NC_003071.7",6979039,"-","CHH",0,0,21,25,3,9,0,0,2,0,0,4
"NC_003071.7",6979069,"-","CHH",0,0,21,0,0,11,0,0,2,0,0,4
"NC_003071.7",6979070,"-","CHH",0,0,21,0,0,11,0,0,2,0,0,4
"NC_003071.7",6979071,"-","CHH",0,0,21,0,0,11,0,0,2,0,0,4
"NC_003071.7",6979072,"+","CHG",9,1,10,15,2,11,0,0,2,0,0,7
"NC_003071.7",6979074,"-","CHG",0,0,21,0,0,11,0,0,2,0,0,4
"NC_003071.7",6979080,"+","CG",50,5,5,62,8,5,100,2,0,71,5,2
"NC_003071.7",6979081,"-","CG",53,10,9,30,3,7,0,0,2,75,3,1
"NC_003071.7",6979088,"-","CHH",5,1,20,0,0,11,0,0,2,0,0,3
"NC_003071.7",6979095,"+","CHH",0,0,11,0,0,13,0,0,2,0,0,7
"NC_003071.7",6979096,"+","CHG",10,1,9,0,0,12,0,0,2,0,0,6
"NC_003071.7",6979098,"-","CHG",10,2,18,18,2,9,0,0,2,33,1,2
"NC_003071.7",6979099,"-","CHH",0,0,21,0,0,11,0,0,2,0,0,3
"NC_003071.7",6979100,"-","CHH",0,0,21,0,0,11,0,0,2,0,0,3
"NC_003071.7",6979101,"+","CHH",0,0,11,0,0,13,0,0,2,0,0,7
"NC_003071.7",6979104,"+","CHH",0,0,11,8,1,12,0,0,2,0,0,7
"NC_003071.7",6979106,"+","CHH",0,0,11,8,1,12,0,0,2,0,0,7
"NC_003071.7",6979109,"+","CHH",0,0,11,8,1,11,0,0,2,0,0,7
"NC_003071.7",6979110,"+","CHH",0,0,11,8,1,11,0,0,2,0,0,7
"NC_003071.7",6979111,"+","CHH",0,0,11,8,1,11,0,0,2,0,0,7
"NC_003071.7",6979114,"+","CHH",0,0,11,8,1,11,0,0,2,0,0,7
"NC_003071.7",6979115,"+","CHH",0,0,11,15,2,11,0,0,2,0,0,6
"NC_003071.7",6979116,"+","CHH",0,0,11,8,1,11,50,1,1,0,0,6
"NC_003071.7",6979119,"+","CHH",20,2,8,25,3,9,50,1,1,20,1,4
"NC_003071.7",6979124,"+","CHH",0,0,11,0,0,13,0,0,2,0,0,7
"NC_003071.7",6979126,"+","CHH",9,1,10,8,1,12,0,0,2,0,0,6
"NC_003071.7",6979131,"+","CHG",0,0,11,8,1,12,50,1,1,0,0,6
